geometry,POINT_ID,X_IM,Y_IM,X_MAP,Y_MAP,REF_BADDATA,TGT_BADDATA,X_WIN_SIZE,Y_WIN_SIZE,X_SHIFT_PX,Y_SHIFT_PX,X_SHIFT_M,Y_SHIFT_M,ABS_SHIFT,ANGLE,SSIM_BEFORE,SSIM_AFTER,SSIM_IMPROVED,RELIABILITY,LAST_ERR,WARNINGS,L1_OUTLIER,L2_OUTLIER,L3_OUTLIER,OUTLIER,shift_px,ncc_before,ncc_after,ncc_verified
POINT (91.93888671478285 35.03418274469136),2309,2784,704,91.93888671478285,35.03418274469136,False,False,64.0,64.0,0.15785573422908783,-4.714435279369354,0.0015785573422846255,0.04714435279369411,0.04717077319293351,181.91774603521304,0.08637477185504942,0.10037430369278211,True,0.0,-9999,[],False,False,False,False,4.717077319293315,0.15830203890800476,0.21140313148498535,True
POINT (93.53888671478285 35.03418274469136),2314,2944,704,93.53888671478285,35.03418274469136,False,False,64.0,64.0,0.10606217384338379,-0.38507935404777527,0.0010606217384321326,0.003850793540479458,0.0039941869464802365,195.39912155081365,0.07274570308994775,0.07516344414473985,True,0.0,-9999,[],False,False,False,False,0.3994186946479046,0.052540719509124756,0.052540719509124756,True
POINT (73.37888671478285 34.71418274469136),2352,928,736,73.37888671478285,34.71418274469136,False,False,64.0,64.0,-0.3467954993247986,-16.88875499367714,-0.003467954993254807,0.1688875499367697,0.16892315186344387,178.8236476599264,-0.013954639563737624,0.04666323453997236,True,0.0,-9999,[],False,False,False,False,16.892315186344543,-0.23027822375297546,-0.21215187013149261,True
POINT (74.33888671478286 34.71418274469136),2355,1024,736,74.33888671478286,34.71418274469136,False,False,64.0,64.0,-0.11756113916635513,-0.31225118041038513,-0.0011749267578125,0.003124237060546875,0.003337860107421875,159.36888122558594,0.0008807073310124366,0.002088236915407812,True,0.7573640649446531,-9999,[],False,False,False,False,0.33364864919518256,0.16377504169940948,0.16377504169940948,True
POINT (75.29888671478285 34.71418274469136),2358,1120,736,75.29888671478285,34.71418274469136,False,False,64.0,64.0,-0.3299988806247711,0.2345985770225525,-0.00330352783203125,-0.002346038818359375,0.00405181385576725,54.590702056884766,0.0061192685659471275,0.00995428231578726,True,0.0,-9999,[],False,False,False,False,0.40488980421172427,0.08858680725097656,0.08858680725097656,True
POINT (80.73888671478285 34.71418274469136),2375,1664,736,80.73888671478285,34.71418274469136,False,False,64.0,64.0,0.11998849362134933,0.4260290861129761,0.00119781494140625,-0.004261016845703125,0.00442617479711771,344.27044677734375,0.1800281551427066,0.18615720667842064,True,0.0,-9999,[],False,False,False,False,0.44260368368979736,0.027398448437452316,0.027398448437452316,True
POINT (83.29888671478285 34.71418274469136),2383,1920,736,83.29888671478285,34.71418274469136,False,False,64.0,64.0,-0.24118614196777344,-0.22922159731388092,-0.002410888671875,0.002292633056640625,0.0033269431442022324,133.5430450439453,0.09302011743083162,0.0934387154184016,True,0.0,-9999,[],False,False,False,False,0.3327360752194236,-0.060245223343372345,-0.060245223343372345,True
POINT (84.89888671478286 34.71418274469136),2388,2080,736,84.89888671478286,34.71418274469136,False,False,64.0,64.0,-0.1445387750864029,0.33577558398246765,-0.00144195556640625,-0.00335693359375,0.003653524210676551,23.290056228637695,0.12222946172312252,0.12935443550502052,True,0.0,-9999,[],False,False,False,False,0.36556353798244834,-0.1395876109600067,-0.1395876109600067,True
POINT (86.49888671478286 34.71418274469136),2393,2240,736,86.49888671478286,34.71418274469136,False,False,64.0,64.0,-0.284030020236969,0.3052910566329956,-0.002838134765625,-0.0030517578125,0.004167521372437477,42.93382263183594,0.12273151856788199,0.13246649585232623,True,0.0,-9999,[],False,False,False,False,0.4169840304566878,0.07352783530950546,0.07352783530950546,True
POINT (71.13888671478286 34.394182744691356),2446,704,768,71.13888671478286,34.394182744691356,False,False,100.0,100.0,-0.08891092240810394,0.1296020746231079,-0.0008891092240759235,-0.0012960207462313633,0.0015716822156527034,34.45129464967343,0.11827281369529236,0.11863795886643941,True,0.0,-9999,[],False,False,False,False,0.1571682215655363,-0.03261862322688103,-0.03261862322688103,True
POINT (73.05888671478286 34.394182744691356),2452,896,768,73.05888671478286,34.394182744691356,False,False,64.0,64.0,-0.11957279592752457,-0.1835881769657135,-0.0011957279592706982,0.0018358817696579877,0.00219094208612282,146.92340384346812,0.06484577353428488,0.06620424116971525,True,36.96899363087963,-9999,[],False,False,False,False,0.2190942086124587,0.07467257976531982,0.07467257976531982,True
POINT (74.01888671478285 34.394182744691356),2455,992,768,74.01888671478285,34.394182744691356,False,False,64.0,64.0,0.15891924500465393,0.24595268070697784,0.0015869140625,-0.002460479736328125,0.002927841618657112,327.1319885253906,0.011109669545662322,0.014113220917306095,True,0.0,-9999,[],False,False,False,False,0.2928276755701172,-0.19239886105060577,-0.19239886105060577,True
POINT (79.77888671478286 34.394182744691356),2473,1568,768,79.77888671478286,34.394182744691356,False,False,64.0,64.0,0.09871656447649002,0.42691847681999207,0.00098419189453125,-0.004268646240234375,0.004380636382848024,346.98028564453125,0.07743002205375532,0.08067333374220466,True,0.0,-9999,[],False,False,False,False,0.4381830050930126,-0.025517916306853294,-0.025517916306853294,True
POINT (90.65888671478285 34.394182744691356),2507,2656,768,90.65888671478285,34.394182744691356,False,False,64.0,64.0,0.15217280387878418,0.4193418323993683,0.00151824951171875,-0.004192352294921875,0.004458800423890352,340.054931640625,0.20410264488622168,0.2114478021022604,True,0.0,-9999,[],False,False,False,False,0.4460987947085161,0.03859454765915871,0.03859454765915871,True
POINT (92.57888671478285 34.394182744691356),2513,2848,768,92.57888671478285,34.394182744691356,False,False,64.0,64.0,-0.18095362186431885,0.4702651798725128,-0.00180816650390625,-0.004703521728515625,0.00503910519182682,21.046249389648438,0.11015241121732817,0.1351651681541731,True,14.589146230106167,-9999,[],False,False,False,False,0.503878509827857,0.20241159200668335,0.20241159200668335,True
POINT (93.85888671478286 34.394182744691356),2517,2976,768,93.85888671478286,34.394182744691356,False,False,64.0,64.0,0.9565676860511303,-5.232730805873871,0.009565676860518124,0.052327308058735866,0.053194448417797274,190.35955048560086,0.06258020636884043,0.06480157462755741,True,0.0,-9999,[],False,False,False,False,5.319444841779885,-0.024331362918019295,0.13360004127025604,True
POINT (72.41888671478286 34.074182744691356),2551,832,800,72.41888671478286,34.074182744691356,False,False,64.0,64.0,0.26445630192756653,0.23395125567913055,0.00264456301927396,-0.002339512556794432,0.003530868528607405,311.4975795311211,0.0651510107653018,0.066786322926971,True,5.810399728226386,-9999,[],False,False,False,False,0.3530868528606611,-0.2924823462963104,-0.2924823462963104,True
POINT (73.05888671478286 34.074182744691356),2553,896,800,73.05888671478286,34.074182744691356,False,False,64.0,64.0,-0.11869196593761444,0.32415667176246643,-0.0011869196593750075,-0.003241566717626654,0.0034520331780902285,20.11051632454655,0.019300364403723756,0.020096339381802202,True,0.0,-9999,[],False,False,False,False,0.3452033178088751,-0.29358503222465515,-0.29358503222465515,True
POINT (73.69888671478284 34.074182744691356),2555,960,800,73.69888671478284,34.074182744691356,False,False,64.0,64.0,0.10781093686819077,0.3409231901168823,0.00107574462890625,-0.00341033935546875,0.003575981128960848,342.45135498046875,0.029168603903791685,0.029728782264778875,True,0.0,-9999,[],False,False,False,False,0.3575637281211126,-0.24655908346176147,-0.24655908346176147,True
POINT (74.33888671478286 34.074182744691356),2557,1024,800,74.33888671478286,34.074182744691356,False,False,64.0,64.0,-0.4587492048740387,0.3777291178703308,-0.00458526611328125,-0.00377655029296875,0.005940285976976156,50.532325744628906,-0.00892265920835839,-0.005183132304968032,True,0.0,-9999,[],False,False,False,False,0.5942475237303568,-0.10119546204805374,-0.10119546204805374,True
POINT (76.57888671478285 34.074182744691356),2564,1248,800,76.57888671478285,34.074182744691356,False,False,64.0,64.0,-0.21106253564357758,-0.29454758763313293,-0.00211334228515625,0.0029449462890625,0.003624765435233712,144.37594604492188,0.02090738447811064,0.022135880936290122,True,0.0,-9999,[],False,False,False,False,0.3623612497671275,-0.04508274793624878,-0.04508274793624878,True
POINT (78.49888671478286 34.074182744691356),2570,1440,800,78.49888671478286,34.074182744691356,False,False,64.0,64.0,0.3913429081439972,-0.4873099625110626,0.00391387939453125,0.004871368408203125,0.006248894613236189,218.76683044433594,0.06150320739831918,0.06510634041705587,True,5.829932467300807,-9999,[],False,False,False,False,0.6249962170422588,0.24383233487606049,0.24383233487606049,True
POINT (80.73888671478285 34.074182744691356),2577,1664,800,80.73888671478285,34.074182744691356,False,False,64.0,64.0,0.2029864341020584,-0.18125058710575104,0.0020294189453125,0.001811981201171875,0.0027206281665712595,228.23770141601562,0.11416352521367616,0.11609183807492555,True,0.0,-9999,[],False,False,False,False,0.27213097536967146,-0.03152122348546982,-0.03152122348546982,True
POINT (82.01888671478285 34.074182744691356),2581,1792,800,82.01888671478285,34.074182744691356,False,False,64.0,64.0,0.391286700963974,0.45593664050102234,0.00391387939453125,-0.004558563232421875,0.006008240394294262,319.3636779785156,0.12232503204261896,0.1262188725310637,True,15.265738980595884,-9999,[],False,False,False,False,0.6008190264152999,0.07069440186023712,0.07069440186023712,True
POINT (90.33888671478286 34.074182744691356),2607,2624,800,90.33888671478286,34.074182744691356,False,False,64.0,64.0,-0.1776753067970276,0.4403320252895355,-0.00177764892578125,-0.00440216064453125,0.0047475313767790794,21.974220275878906,0.10632152702386528,0.10797375729596878,True,0.0,-9999,[],False,False,False,False,0.4748271339561399,-0.08338695764541626,-0.08338695764541626,True
POINT (92.89888671478286 34.074182744691356),2615,2880,800,92.89888671478286,34.074182744691356,False,False,64.0,64.0,-0.08340517431497574,0.1491871327161789,-0.00083160400390625,-0.001491546630859375,0.0017077109077945352,29.207984924316406,0.09461583536733705,0.0974717777691407,True,0.0,-9999,[],False,False,False,False,0.17091876336606893,-0.0038849697448313236,-0.0038849697448313236,True
POINT (94.17888671478286 34.074182744691356),2619,3008,800,94.17888671478286,34.074182744691356,False,False,64.0,64.0,-0.17924568057060242,0.22557297348976135,-0.00179290771484375,-0.002254486083984375,0.002880490617826581,38.47149658203125,0.06826727915727535,0.06862346103371436,True,0.0,-9999,[],False,False,False,False,0.28811834438687,0.235063835978508,0.235063835978508,True
POINT (71.77888671478286 33.754182744691356),2650,768,832,71.77888671478286,33.754182744691356,False,False,64.0,64.0,-0.08198580145835876,0.36542797088623047,-0.00081634521484375,-0.00365447998046875,0.0037445484194904566,12.645227432250977,0.06458108646311221,0.06541791894825887,True,0.0,-9999,[],False,False,False,False,0.37451204726523435,-0.03837026283144951,-0.03837026283144951,True
POINT (73.05888671478286 33.754182744691356),2654,896,832,73.05888671478286,33.754182744691356,False,False,64.0,64.0,0.3285124897956848,-0.23468022048473358,0.003285124897956848,0.00234680220484762,0.004037267167757621,234.45903763925344,-0.023768949748762275,-0.022464151145697626,True,0.0,-9999,[],False,False,False,False,0.40372671677574556,-0.48085758090019226,-0.48085758090019226,True
POINT (74.01888671478285 33.754182744691356),2657,992,832,74.01888671478285,33.754182744691356,False,False,64.0,64.0,-0.16903582215309143,-0.3525579571723938,-0.0016903582215377355,0.0035255795717219485,0.003909862175788724,154.38435907454328,0.04211223816591379,0.0456134760208736,True,0.0,-9999,[],False,False,False,False,0.3909862175787569,-0.022315336391329765,-0.022315336391329765,True
POINT (75.29888671478285 33.754182744691356),2661,1120,832,75.29888671478285,33.754182744691356,False,False,64.0,64.0,-0.392788827419281,-0.2963019013404846,-0.00392913818359375,0.002964019775390625,0.004921741783618927,127.02922058105469,0.004532895409132155,0.010822443768462515,True,6.881648866965776,-9999,[],False,False,False,False,0.49201410516711813,-0.1455722600221634,-0.1455722600221634,True
POINT (77.53888671478285 33.754182744691356),2668,1344,832,77.53888671478285,33.754182744691356,False,False,64.0,64.0,-0.11219249665737152,-0.2497176080942154,-0.00112152099609375,0.002498626708984375,0.002738785231485963,155.80670166015625,-0.0034223840706367773,-0.0011666184129217171,True,0.0,-9999,[],False,False,False,False,0.27376274417551866,-0.004643804859369993,-0.004643804859369993,True
POINT (77.85888671478286 33.754182744691356),2669,1376,832,77.85888671478286,33.754182744691356,False,False,64.0,64.0,0.25546109676361084,0.3250563442707062,0.00255584716796875,-0.0032501220703125,0.004134688526391983,321.8362731933594,0.02852250649661605,0.029598824739622807,True,0.0,-9999,[],False,False,False,False,0.4134271385749886,-0.031178271397948265,-0.031178271397948265,True
POINT (78.17888671478285 33.754182744691356),2670,1408,832,78.17888671478285,33.754182744691356,False,False,64.0,64.0,-1.122423030436039,-3.187256872653961,-0.011224230304364369,0.03187256872654132,0.03379118203249941,160.59979680658947,0.04711874328507997,0.10619876417883516,True,0.0,-9999,[],False,False,False,False,3.3791182032496483,0.05519745498895645,0.1434972584247589,True
POINT (78.49888671478286 33.754182744691356),2671,1440,832,78.49888671478286,33.754182744691356,False,False,64.0,64.0,-0.125627800822258,-0.21570688486099243,-0.00125885009765625,0.002155303955078125,0.002496004570275545,149.783447265625,0.06613784851422544,0.06965717081205028,True,0.0,-9999,[],False,False,False,False,0.2496233252640273,0.15954142808914185,0.15954142808914185,True
POINT (79.13888671478286 33.754182744691356),2673,1504,832,79.13888671478286,33.754182744691356,False,False,64.0,64.0,0.27916061878204346,0.23692511022090912,0.0027916061878272558,-0.002369251102209091,0.003661477282905688,310.32144485785665,0.008925946408214551,0.011112965433333207,True,16.006164101331194,-9999,[],False,False,False,False,0.3661477282900487,-0.2654857933521271,-0.2654857933521271,True
POINT (82.01888671478285 33.754182744691356),2682,1792,832,82.01888671478285,33.754182744691356,False,False,64.0,64.0,19.761530086398125,-2.6398715674877167,0.19761530086398693,0.026398715674879725,0.1993707584497968,262.391110992399,0.12892698853290935,0.22666289877392412,True,0.0,-9999,[],False,False,False,False,19.93707584497908,-0.08504554629325867,0.4821634590625763,True
POINT (82.33888671478286 33.754182744691356),2683,1824,832,82.33888671478286,33.754182744691356,False,False,64.0,64.0,18.64893689751625,-2.7194281816482544,0.18648936897515966,0.027194281816484533,0.18846170354814165,261.7034821205003,0.08004201156711833,0.2727842999827755,True,0.0,-9999,[],False,False,False,False,18.84617035481442,-0.12014515697956085,0.6349965929985046,True
POINT (89.05888671478286 33.754182744691356),2704,2496,832,89.05888671478286,33.754182744691356,False,False,64.0,64.0,0.35730987787246704,0.3462482988834381,0.003570556640625,-0.0034637451171875,0.004974575713276863,314.0992431640625,0.08306247624745537,0.08894652007459125,True,8.209304647327215,-9999,[],False,False,False,False,0.4975522417846311,0.06334097683429718,0.06334097683429718,True
POINT (90.33888671478286 33.754182744691356),2708,2624,832,90.33888671478286,33.754182744691356,False,False,64.0,64.0,-0.44926080107688904,0.23839104175567627,-0.00449371337890625,-0.002384185791015625,0.005087022669613361,62.048255920410156,0.058008603845042465,0.059793810152647675,True,0.0,-9999,[],False,False,False,False,0.5085917382081669,-0.1299254596233368,-0.1299254596233368,True
POINT (90.97888671478286 33.754182744691356),2710,2688,832,90.97888671478286,33.754182744691356,False,False,64.0,64.0,0.34015437960624695,0.4257168173789978,0.0034027099609375,-0.0042572021484375,0.005449973046779633,321.3746032714844,0.05632965014036317,0.05665151935856149,True,18.530270362016694,-9999,[],False,False,False,False,0.5449218389499669,-0.10179837048053741,-0.10179837048053741,True
POINT (94.17888671478286 33.754182744691356),2720,3008,832,94.17888671478286,33.754182744691356,False,False,64.0,64.0,-0.17077377438545227,0.40190795063972473,-0.001708984375,-0.00402069091796875,0.004368819296360016,23.021007537841797,0.07313502364050137,0.07526465488146125,True,0.0,-9999,[],False,False,False,False,0.43668487815045387,0.051748380064964294,0.051748380064964294,True
POINT (71.77888671478286 33.434182744691356),2751,768,864,71.77888671478286,33.434182744691356,False,False,64.0,64.0,0.21290118992328644,-0.46471500396728516,0.00212860107421875,0.00464630126953125,0.005110680591315031,204.61407470703125,0.030950097628706378,0.03177047001186651,True,0.0,-9999,[],False,False,False,False,0.5111623534485547,-0.38201117515563965,-0.38201117515563965,True
POINT (73.05888671478286 33.434182744691356),2755,896,864,73.05888671478286,33.434182744691356,False,False,64.0,64.0,-14.808528900146484,14.247299030423164,-0.14808528900146456,-0.14247299030423477,0.205494052918516,46.10656302034362,0.04238379734683755,0.09718206978421354,True,0.0,-9999,[],False,False,False,False,20.549405291851404,-0.17642568051815033,0.1755731999874115,True
POINT (77.21888671478285 33.434182744691356),2768,1312,864,77.21888671478285,33.434182744691356,False,False,64.0,64.0,0.2271958589553833,0.3642317056655884,0.0022735595703125,-0.003643035888671875,0.004294273443520069,328.04541015625,0.006500905548747008,0.007567581142202585,True,0.0,-9999,[],False,False,False,False,0.4292816019101427,0.05239458009600639,0.05239458009600639,True
POINT (77.53888671478285 33.434182744691356),2769,1344,864,77.53888671478285,33.434182744691356,False,False,64.0,64.0,0.19336137175559998,10.344808101654053,0.0019336137175542945,-0.10344808101653769,0.10346615063880969,358.9291729282556,0.02882755585696834,0.07577511800237234,True,0.0,-9999,[],False,False,False,False,10.346615063881256,-0.07910815626382828,0.16697584092617035,True
POINT (77.85888671478286 33.434182744691356),2770,1376,864,77.85888671478286,33.434182744691356,False,False,64.0,64.0,0.14746487140655518,-0.24685730040073395,0.00147247314453125,0.002468109130859375,0.0028739762492477894,210.852783203125,0.08941355491377843,0.09179778773278037,True,0.0,-9999,[],False,False,False,False,0.2875489785412044,-0.006632912438362837,-0.006632912438362837,True
POINT (78.49888671478286 33.434182744691356),2772,1440,864,78.49888671478286,33.434182744691356,False,False,64.0,64.0,0.10681631416082382,-0.11043250560760498,0.001068115234375,0.001102447509765625,0.0015350115718320012,224.04637145996094,0.061609113657475886,0.06321644802662091,True,1.8058179011592443,-9999,[],False,False,False,False,0.1536393935996804,-0.23375602066516876,-0.23375602066516876,True
POINT (82.33888671478286 33.434182744691356),2784,1824,864,82.33888671478286,33.434182744691356,False,False,64.0,64.0,0.09880457073450089,-0.2089764028787613,0.0009918212890625,0.0020904541015625,0.00231380807235837,205.30491638183594,0.07393185353098743,0.0764756269993992,True,0.0,-9999,[],False,False,False,False,0.23115683022176814,0.06105255335569382,0.06105255335569382,True
POINT (86.49888671478286 33.434182744691356),2797,2240,864,86.49888671478286,33.434182744691356,False,False,64.0,64.0,-0.2922731041908264,-0.08871100842952728,-0.00292205810546875,0.000888824462890625,0.003054248169064522,106.8841552734375,0.21691470855442435,0.2187368150094899,True,0.0,-9999,[],False,False,False,False,0.3054393727893071,0.00890043843537569,0.00890043843537569,True
POINT (91.29888671478285 33.434182744691356),2812,2720,864,91.29888671478285,33.434182744691356,False,False,64.0,64.0,0.21687911450862885,0.14596375823020935,0.002166748046875,-0.001461029052734375,0.002613312564790249,303.9413146972656,0.05612377295465694,0.056818094119657166,True,0.0,-9999,[],False,False,False,False,0.26142296958518,-0.13350248336791992,-0.13350248336791992,True
POINT (92.25888671478285 33.434182744691356),2815,2816,864,92.25888671478285,33.434182744691356,False,False,64.0,64.0,0.41392478346824646,-0.24013756215572357,0.00414276123046875,0.00240325927734375,0.00478937616571784,239.8799285888672,0.16472217140668965,0.16569015269852233,True,0.0,-9999,[],False,False,False,False,0.4785392096028587,-0.008378817699849606,-0.008378817699849606,True
POINT (94.49888671478286 33.434182744691356),2822,3040,864,94.49888671478286,33.434182744691356,False,False,100.0,100.0,-0.24823157489299774,-0.19634586572647095,-0.0024823157489350933,0.0019634586572649937,0.003164974150952902,128.343242962141,0.08481559397589854,0.08676991500883069,True,0.0,-9999,[],False,False,False,False,0.31649741509487134,-0.16741636395454407,-0.16741636395454407,True
POINT (72.09888671478285 33.114182744691355),2853,800,896,72.09888671478285,33.114182744691355,False,False,64.0,64.0,-0.16831143200397491,-0.38970819115638733,-0.00168609619140625,0.00389862060546875,0.004247606731951237,156.64093017578125,0.02561829591616652,0.025687629250432536,True,0.0,-9999,[],False,False,False,False,0.42450113356457836,-0.1411680430173874,-0.1411680430173874,True
POINT (74.33888671478286 33.114182744691355),2860,1024,896,74.33888671478286,33.114182744691355,False,False,64.0,64.0,0.2113828957080841,-0.4363679587841034,0.0021138289570785673,0.004363679587839897,0.004848708323369683,205.84621309257327,0.05619999116641379,0.057396066075051384,True,26.009425381067103,-9999,[],False,False,False,False,0.4848708323371697,-0.22046947479248047,-0.22046947479248047,True
POINT (76.57888671478285 33.114182744691355),2867,1248,896,76.57888671478285,33.114182744691355,False,False,64.0,64.0,-0.3299448788166046,0.12047597020864487,-0.0032994487881694567,-0.0012047597020838907,0.003512521636306054,69.94085554045644,0.049400004073138326,0.050656382028379326,True,0.0,-9999,[],False,False,False,False,0.3512521636303728,-0.19983546435832977,-0.19983546435832977,True
POINT (77.85888671478286 33.114182744691355),2871,1376,896,77.85888671478286,33.114182744691355,False,False,64.0,64.0,-0.159945547580719,-0.248318150639534,-0.0016021728515625,0.002483367919921875,0.0029553466010838747,147.21380615234375,0.0750999751512507,0.07552878028920365,True,0.0,-9999,[],False,False,False,False,0.2953717693482814,0.04023187607526779,0.04023187607526779,True
POINT (78.49888671478286 33.114182744691355),2873,1440,896,78.49888671478286,33.114182744691355,False,False,64.0,64.0,-0.13677403330802917,-0.2388465404510498,-0.00136566162109375,0.00238800048828125,0.0027509231586009264,150.20266723632812,0.08275529378968056,0.0835124348158874,True,0.0,-9999,[],False,False,False,False,0.27523590985331264,-0.20704329013824463,-0.20704329013824463,True
POINT (79.77888671478286 33.114182744691355),2877,1568,896,79.77888671478286,33.114182744691355,False,False,64.0,64.0,0.04379915073513985,27.81312808394432,0.00043799150735424064,-0.27813128083944605,0.27813162570615974,359.9097726655779,0.07310788292208495,0.10498554018410226,True,0.0,-9999,[],False,False,False,False,27.813162570615688,-0.020888138562440872,0.011964784003794193,True
POINT (85.85888671478286 33.114182744691355),2896,2176,896,85.85888671478286,33.114182744691355,False,False,64.0,64.0,-0.3646211624145508,0.4286632835865021,-0.0036468505859375,-0.0042877197265625,0.0056288596242666245,40.38449478149414,0.11548015445709396,0.11935342570118723,True,0.0,-9999,[],False,False,False,False,0.5627617637825976,-0.06409098207950592,-0.06409098207950592,True
POINT (89.37888671478285 33.114182744691355),2907,2528,896,89.37888671478285,33.114182744691355,False,False,64.0,64.0,0.28649336099624634,-0.38742750883102417,0.00286865234375,0.003875732421875,0.004821873735636473,216.4820556640625,0.17063069789552038,0.17111314583983483,True,0.0,-9999,[],False,False,False,False,0.48184906401687533,0.12877456843852997,0.12877456843852997,True
POINT (90.97888671478286 33.114182744691355),2912,2688,896,90.97888671478286,33.114182744691355,False,False,64.0,64.0,-0.40684109926223755,0.21214412152767181,-0.00406646728515625,-0.0021209716796875,0.004586357623338699,62.46055221557617,0.055421811124550656,0.0644981372261691,True,0.5792894406260842,-9999,[],False,False,False,False,0.4588298250415435,-0.17626060545444489,-0.17626060545444489,True
POINT (92.89888671478286 33.114182744691355),2918,2880,896,92.89888671478286,33.114182744691355,False,False,64.0,64.0,0.06106886267662048,-0.34936827421188354,0.0006103515625,0.0034942626953125,0.003547168103978038,189.91502380371094,0.13104885276272557,0.1343132936377564,True,0.0,-9999,[],False,False,False,False,0.35466547197944964,0.1845153570175171,0.1845153570175171,True
POINT (70.49888671478286 32.794182744691355),2949,640,928,70.49888671478286,32.794182744691355,False,False,100.0,100.0,-0.3600308299064636,0.11963187158107758,-0.0036003082990703206,-0.0011963187158130495,0.003793863244525191,71.61926614543104,0.10641628526478492,0.11884019080748078,True,0.0,-9999,[],False,False,False,False,0.37938632445190795,0.37620189785957336,0.37620189785957336,True
POINT (70.81888671478285 32.794182744691355),2950,672,928,70.81888671478285,32.794182744691355,False,False,100.0,100.0,-0.3928895890712738,-0.18193313479423523,-0.003928895890709327,0.001819331347945763,0.004329686994882054,114.84716936134899,0.1369244067269561,0.1485220590283291,True,10.826530766706199,-9999,[],False,False,False,False,0.4329686994883715,0.09449275583028793,0.09449275583028793,True
POINT (72.41888671478286 32.794182744691355),2955,832,928,72.41888671478286,32.794182744691355,False,False,64.0,64.0,0.3074982464313507,0.20867948234081268,0.00307464599609375,-0.002086639404296875,0.003715845989063382,304.1622314453125,0.058895198624825326,0.06292440344270177,True,0.0,-9999,[],False,False,False,False,0.37162117526909744,-0.0043831514194607735,-0.0043831514194607735,True
POINT (75.29888671478285 32.794182744691355),2964,1120,928,75.29888671478285,32.794182744691355,False,False,64.0,64.0,0.28870826959609985,0.312755823135376,0.0028839111328125,-0.0031280517578125,0.004254603758454323,317.28955078125,0.0857150623982013,0.08925321085811301,True,0.0,-9999,[],False,False,False,False,0.4256391309997952,0.004820880480110645,0.004820880480110645,True
POINT (76.89888671478285 32.794182744691355),2969,1280,928,76.89888671478285,32.794182744691355,False,False,64.0,64.0,-0.11042194068431854,-0.38255369663238525,-0.00110626220703125,0.003826141357421875,0.003982860129326582,163.8995361328125,0.013791071488997848,0.014222329685763044,True,6.653206678231712,-9999,[],False,False,False,False,0.3981712392822895,-0.16871550679206848,-0.16871550679206848,True
POINT (78.17888671478285 32.794182744691355),2973,1408,928,78.17888671478285,32.794182744691355,False,False,64.0,64.0,-0.16200639307498932,24.35828098654747,-0.0016200639307442088,-0.24358280986547243,0.24358819731074532,0.38106735517420487,0.05497689106748996,0.06651570128402254,True,0.0,-9999,[],False,False,False,False,24.358819731074764,0.015339638106524944,0.14815007150173187,True
POINT (80.73888671478285 32.794182744691355),2981,1664,928,80.73888671478285,32.794182744691355,False,False,64.0,64.0,-0.26207906007766724,0.14671559631824493,-0.00262451171875,-0.001468658447265625,0.0030074939131736755,60.75926208496094,0.08350702889530051,0.08430829809143257,True,0.0,-9999,[],False,False,False,False,0.3003512942109817,0.05590111017227173,0.05590111017227173,True
POINT (83.29888671478285 32.794182744691355),2989,1920,928,83.29888671478285,32.794182744691355,False,False,64.0,64.0,2.459696888923645,21.31924968957901,0.024596968889241566,-0.21319249689579323,0.21460673710580738,353.4186296451331,0.1578089794173487,0.2093952158423591,True,0.0,-9999,[],False,False,False,False,21.46067371058037,-0.06061716005206108,0.06645016372203827,True
POINT (89.37888671478285 32.794182744691355),3008,2528,928,89.37888671478285,32.794182744691355,False,False,64.0,64.0,9.234398931264877,26.62939539551735,0.09234398931265275,-0.2662939539551701,0.28185081563702025,340.87475128053643,0.13055774573587858,0.1543333403628195,True,0.0,-9999,[],False,False,False,False,28.185081563702216,0.0006209172424860299,0.3403986692428589,True
POINT (94.17888671478286 32.794182744691355),3023,3008,928,94.17888671478286,32.794182744691355,False,False,100.0,100.0,0.1913478523492813,0.2251758724451065,0.00191497802734375,-0.00225067138671875,0.0029551079496741295,319.6430969238281,0.08988054866387048,0.09070282605521025,True,0.0,-9999,[],False,False,False,False,0.29549648750889956,-0.0050490545108914375,-0.0050490545108914375,True
POINT (94.49888671478286 32.794182744691355),3024,3040,928,94.49888671478286,32.794182744691355,False,False,100.0,100.0,-2.0513384751975536,11.136859312653542,-0.020513384751978947,-0.11136859312653513,0.11324205265256565,10.436538692834258,0.07276054743118113,0.08238338534885185,True,0.0,-9999,[],False,False,False,False,11.32420526525653,0.01293239090591669,0.05936461687088013,True
POINT (78.49888671478286 32.474182744691355),3075,1440,960,78.49888671478286,32.474182744691355,False,False,64.0,64.0,0.0750928521156311,-0.32987287640571594,0.0007476806640625,0.003299713134765625,0.003383361268788576,192.8243865966797,0.07553285472869087,0.07858013990209348,True,0.0,-9999,[],False,False,False,False,0.3383120616044317,0.1114368662238121,0.1114368662238121,True
POINT (80.09888671478285 32.474182744691355),3080,1600,960,80.09888671478285,32.474182744691355,False,False,64.0,64.0,-0.20721018314361572,-0.2754689157009125,-0.002072101831430473,0.002754689157008272,0.003447015861808075,143.0491876459724,0.15137301455465904,0.1576215087821705,True,29.507677149248664,-9999,[],False,False,False,False,0.3447015861812173,0.15444952249526978,0.15444952249526978,True
