POINT_ID,X_IM,Y_IM,X_MAP,Y_MAP,REF_BADDATA,TGT_BADDATA,X_WIN_SIZE,Y_WIN_SIZE,X_SHIFT_PX,Y_SHIFT_PX,X_SHIFT_M,Y_SHIFT_M,ABS_SHIFT,ANGLE,SSIM_BEFORE,SSIM_AFTER,SSIM_IMPROVED,RELIABILITY,LAST_ERR,WARNINGS,L1_OUTLIER,L2_OUTLIER,L3_OUTLIER,OUTLIER
126,2816,512,92.25888671478285,36.95418274469136,False,False,242.0,242.0,0.15398971736431122,0.18734291195869446,0.0015398971736431122,-0.0018734291195841024,0.0024250814360552327,320.58091891818293,0.3114348124072784,0.3127419774795571,True,0.0,-9999,[],False,False,False,False
127,2944,512,93.53888671478285,36.95418274469136,False,False,190.0,190.0,-17.691841304302216,-0.29671400785446167,-0.17691841304301903,0.002967140078546038,0.17694329259371772,90.96083083825226,0.253740466962665,0.2285821763342502,False,35.268467007234605,-9999,[],False,True,False,True
128,3072,512,94.81888671478285,36.95418274469136,False,False,134.0,136.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999,-9999,-9999
136,768,640,71.77888671478286,35.67418274469136,False,False,122.0,122.0,7.419839709997177,0.1593240648508072,0.07419839709997689,-0.0015932406485106299,0.0742155007257239,271.23010661138994,0.03351844565276841,0.06544923982103358,True,0.0,-9999,[],False,False,False,False
137,896,640,73.05888671478286,35.67418274469136,False,False,256.0,256.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999,-9999,-9999
138,1024,640,74.33888671478286,35.67418274469136,False,False,256.0,256.0,-0.1926276832818985,-0.18242447078227997,-0.001922607421875,0.00182342529296875,0.0026497733779251575,133.44168090820312,0.0363154754541129,0.03591844178376288,False,0.0,-9999,[],False,True,False,True
139,1152,640,75.61888671478286,35.67418274469136,False,False,256.0,256.0,-0.37313205003738403,-0.43848344683647156,-0.00373077392578125,0.004383087158203125,0.005755877587944269,139.60354614257812,0.028425873308598745,0.02643657069565797,False,18.286358216436554,-9999,[],False,True,False,True
140,1280,640,76.89888671478285,35.67418274469136,False,False,256.0,256.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999,-9999,-9999
141,1408,640,78.17888671478285,35.67418274469136,False,False,256.0,256.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999,-9999,-9999
142,1536,640,79.45888671478285,35.67418274469136,False,False,256.0,256.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,The matching window became too small for calculating a reliable match. Matching failed.,[],-9999,-9999,-9999,-9999
143,1664,640,80.73888671478285,35.67418274469136,False,False,256.0,256.0,0.1048174723982811,-107.80247068405151,0.0010481747239765582,1.078024706840516,1.0780252164160318,180.05570926952788,0.20855327017357786,0.1434307465271128,False,14.68656361545581,-9999,[],False,True,False,True
144,1792,640,82.01888671478285,35.67418274469136,False,False,256.0,256.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999,-9999,-9999
145,1920,640,83.29888671478285,35.67418274469136,False,False,256.0,256.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999,-9999,-9999
146,2048,640,84.57888671478285,35.67418274469136,False,False,256.0,256.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999,-9999,-9999
147,2176,640,85.85888671478286,35.67418274469136,False,False,256.0,256.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999,-9999,-9999
148,2304,640,87.13888671478286,35.67418274469136,False,False,256.0,256.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999,-9999,-9999
149,2432,640,88.41888671478286,35.67418274469136,False,False,256.0,256.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999,-9999,-9999
150,2560,640,89.69888671478286,35.67418274469136,False,False,256.0,256.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999,-9999,-9999
151,2688,640,90.97888671478286,35.67418274469136,False,False,256.0,256.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999,-9999,-9999
152,2816,640,92.25888671478285,35.67418274469136,False,False,256.0,256.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999,-9999,-9999
153,2944,640,93.53888671478285,35.67418274469136,False,False,256.0,256.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999,-9999,-9999
