geometry,POINT_ID,X_IM,Y_IM,X_MAP,Y_MAP,REF_BADDATA,TGT_BADDATA,X_WIN_SIZE,Y_WIN_SIZE,X_SHIFT_PX,Y_SHIFT_PX,X_SHIFT_M,Y_SHIFT_M,ABS_SHIFT,ANGLE,SSIM_BEFORE,SSIM_AFTER,SSIM_IMPROVED,RELIABILITY,LAST_ERR,WARNINGS,L1_OUTLIER,L2_OUTLIER,L3_OUTLIER,OUTLIER
POINT (83.81606430003595 32.53544614516843),796,1984,960,83.81606430003595,32.53544614516843,False,False,256.0,256.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999,-9999,-9999
POINT (84.45217023178138 32.53544614516843),797,2048,960,84.45217023178138,32.53544614516843,False,False,256.0,256.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999,-9999,-9999
POINT (85.08827616352683 32.53544614516843),798,2112,960,85.08827616352683,32.53544614516843,False,False,256.0,256.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999,-9999,-9999
POINT (85.72438209527226 32.53544614516843),799,2176,960,85.72438209527226,32.53544614516843,False,False,256.0,256.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999,-9999,-9999
POINT (86.36048802701771 32.53544614516843),800,2240,960,86.36048802701771,32.53544614516843,False,False,256.0,256.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999,-9999,-9999
POINT (86.99659395876316 32.53544614516843),801,2304,960,86.99659395876316,32.53544614516843,False,False,256.0,256.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999,-9999,-9999
POINT (87.6326998905086 32.53544614516843),802,2368,960,87.6326998905086,32.53544614516843,False,False,256.0,256.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999,-9999,-9999
POINT (88.26880582225404 32.53544614516843),803,2432,960,88.26880582225404,32.53544614516843,False,False,256.0,256.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999,-9999,-9999
POINT (88.90491175399949 32.53544614516843),804,2496,960,88.90491175399949,32.53544614516843,False,False,256.0,256.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999,-9999,-9999
POINT (89.54101768574492 32.53544614516843),805,2560,960,89.54101768574492,32.53544614516843,False,False,256.0,256.0,0.035350602120161057,-0.3475441634654999,0.0003509521484375,0.003475189208984375,0.0034928652457892895,185.80789184570312,0.28116188033825534,0.28930598366856736,True,0.0,-9999,[],True,False,False,True
POINT (90.17712361749037 32.53544614516843),806,2624,960,90.17712361749037,32.53544614516843,False,False,256.0,256.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999,-9999,-9999
POINT (90.81322954923581 32.53544614516843),807,2688,960,90.81322954923581,32.53544614516843,False,False,256.0,256.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999,-9999,-9999
POINT (91.44933548098126 32.53544614516843),808,2752,960,91.44933548098126,32.53544614516843,False,False,256.0,256.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,The matching window became too small for calculating a reliable match. Matching failed.,[],-9999,-9999,-9999,-9999
POINT (92.0854414127267 32.53544614516843),809,2816,960,92.0854414127267,32.53544614516843,False,False,256.0,256.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999,-9999,-9999
POINT (92.72154734447214 32.53544614516843),810,2880,960,92.72154734447214,32.53544614516843,False,False,256.0,256.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999,-9999,-9999
POINT (93.35765327621758 32.53544614516843),811,2944,960,93.35765327621758,32.53544614516843,False,False,164.0,164.0,-0.23987752199177745,10.839207187297117,-0.0023987752199161605,-0.10839207187294875,0.10841861172080268,1.2677796705115933,0.09030426374661828,0.10031312034037344,True,0.0,-9999,[],True,False,False,True
POINT (93.99375920796302 32.53544614516843),812,3008,960,93.99375920796302,32.53544614516843,False,False,100.0,100.0,0.059627778828144073,-0.05587941035628319,0.0005950927734375,0.00055694580078125,0.0008150607463903725,226.85867309570312,-9999.0,-9999.0,False,0.0,-9999,[],True,True,False,True
POINT (70.45783973338165 31.899340213422988),826,640,1024,70.45783973338165,31.899340213422988,False,False,100.0,100.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999,-9999,-9999
POINT (71.09394566512708 31.899340213422988),827,704,1024,71.09394566512708,31.899340213422988,False,False,136.0,136.0,-0.17889386415481567,0.04595387727022171,-0.0017852783203125,-0.000457763671875,0.0018430318450555205,75.59346008300781,0.10108652622740295,0.10140157321846371,True,0.0,-9999,[],True,False,False,True
POINT (71.73005159687253 31.899340213422988),828,768,1024,71.73005159687253,31.899340213422988,False,False,240.0,240.0,-39.810773059733684,0.19917772710327297,-0.39810773059726046,-0.0019917772710300596,0.3981127131077307,89.7133452319154,0.21589022334247399,0.19874086493593893,False,26.391065477241582,-9999,[],False,True,False,True
POINT (72.36615752861798 31.899340213422988),829,832,1024,72.36615752861798,31.899340213422988,False,False,256.0,256.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999,-9999,-9999
POINT (73.00226346036341 31.899340213422988),830,896,1024,73.00226346036341,31.899340213422988,False,False,256.0,256.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999,-9999,-9999
POINT (73.63836939210886 31.899340213422988),831,960,1024,73.63836939210886,31.899340213422988,False,False,256.0,256.0,0.06592941284180999,-54.10393942893628,0.0006592941284111475,0.5410393942892568,0.5410397959869807,180.06981885740197,0.21475744292449517,0.22706073280451797,True,2.391419192865783,-9999,[],True,False,False,True
POINT (74.2744753238543 31.899340213422988),832,1024,1024,74.2744753238543,31.899340213422988,False,False,256.0,256.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999,-9999,-9999
POINT (74.91058125559974 31.899340213422988),833,1088,1024,74.91058125559974,31.899340213422988,False,False,256.0,256.0,0.12444829195740315,0.11760556697847799,0.0012444829195743523,-0.0011760556697879565,0.0017122630275610996,313.3807121523474,0.43217079247777546,0.431441060492535,False,51.52834264943616,-9999,[],False,True,False,True
POINT (75.54668718734519 31.899340213422988),834,1152,1024,75.54668718734519,31.899340213422988,False,False,256.0,256.0,-0.43712013959884644,0.19460906088352203,-0.00437164306640625,-0.00194549560546875,0.0047849989496171474,66.00102233886719,0.28517697220938193,0.281920870599057,False,4.214735051343837,-9999,[],True,True,False,True
POINT (76.18279311909063 31.899340213422988),835,1216,1024,76.18279311909063,31.899340213422988,False,False,256.0,256.0,0.09054386615754975,0.3882755041123209,0.0009054386615758858,-0.003882755041125563,0.003986929379768634,346.87350020014566,0.16321677524030176,0.16477665116320492,True,31.982582752534412,-9999,[],False,False,False,False
POINT (76.81889905083607 31.899340213422988),836,1280,1024,76.81889905083607,31.899340213422988,False,False,256.0,256.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999,-9999,-9999
POINT (77.45500498258151 31.899340213422988),837,1344,1024,77.45500498258151,31.899340213422988,False,False,256.0,256.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999,-9999,-9999
POINT (78.09111091432696 31.899340213422988),838,1408,1024,78.09111091432696,31.899340213422988,False,False,256.0,256.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999,-9999,-9999
POINT (78.7272168460724 31.899340213422988),839,1472,1024,78.7272168460724,31.899340213422988,False,False,256.0,256.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999,-9999,-9999
POINT (79.36332277781784 31.899340213422988),840,1536,1024,79.36332277781784,31.899340213422988,False,False,256.0,256.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999,-9999,-9999
POINT (79.99942870956329 31.899340213422988),841,1600,1024,79.99942870956329,31.899340213422988,False,False,256.0,256.0,-0.03202621266245842,0.31230586767196655,-0.0003204345703125,-0.003124237060546875,0.003140626708045602,5.855070114135742,0.13900345982868426,0.1393348828055888,True,0.7111232238616623,-9999,[],True,False,False,True
