geometry,POINT_ID,X_IM,Y_IM,X_MAP,Y_MAP,REF_BADDATA,TGT_BADDATA,X_WIN_SIZE,Y_WIN_SIZE,X_SHIFT_PX,Y_SHIFT_PX,X_SHIFT_M,Y_SHIFT_M,ABS_SHIFT,ANGLE,SSIM_BEFORE,SSIM_AFTER,SSIM_IMPROVED,RELIABILITY,LAST_ERR,WARNINGS,L1_OUTLIER,OUTLIER
POINT (75.54668718734519 38.896505462622855),1046,1152,320,75.54668718734519,38.896505462622855,False,False,128.0,128.0,-0.07150816917419434,-0.26184162497520447,-0.0007171630859375,0.00261688232421875,0.0027133736293762922,164.7251739501953,0.17668540280334183,0.1762269611205791,False,0.0,-9999,[],True,True
POINT (75.86474015321791 38.896505462622855),1047,1184,320,75.86474015321791,38.896505462622855,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (76.18279311909063 38.896505462622855),1048,1216,320,76.18279311909063,38.896505462622855,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (76.50084608496334 38.896505462622855),1049,1248,320,76.50084608496334,38.896505462622855,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (76.81889905083607 38.896505462622855),1050,1280,320,76.81889905083607,38.896505462622855,False,False,128.0,128.0,0.2485448122024536,0.27833858132362366,0.0024871826171875,-0.00278472900390625,0.003733737161383033,318.2364501953125,0.19302327563612295,0.1972855225522036,True,0.0,-9999,[],True,True
POINT (77.13695201670879 38.896505462622855),1051,1312,320,77.13695201670879,38.896505462622855,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,The matching window became too small for calculating a reliable match. Matching failed.,[],-9999,-9999
POINT (77.45500498258151 38.896505462622855),1052,1344,320,77.45500498258151,38.896505462622855,False,False,128.0,128.0,0.2774452269077853,-27.718919038778097,0.0027744522690795748,0.27718919038772327,0.27720307511496856,180.5734678793513,0.2485421470705572,0.2464054155783824,False,0.0,-9999,[],True,True
POINT (77.77305794845424 38.896505462622855),1053,1376,320,77.77305794845424,38.896505462622855,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (78.09111091432696 38.896505462622855),1054,1408,320,78.09111091432696,38.896505462622855,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (78.40916388019969 38.896505462622855),1055,1440,320,78.40916388019969,38.896505462622855,False,False,128.0,128.0,0.2827198803424835,0.19573542475700378,0.00283050537109375,-0.001956939697265625,0.0034411298111081123,304.6960144042969,0.3385936799362548,0.3423509519344321,True,0.0,-9999,[],True,True
POINT (78.7272168460724 38.896505462622855),1056,1472,320,78.7272168460724,38.896505462622855,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (79.04526981194512 38.896505462622855),1057,1504,320,79.04526981194512,38.896505462622855,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (79.36332277781784 38.896505462622855),1058,1536,320,79.36332277781784,38.896505462622855,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (79.68137574369057 38.896505462622855),1059,1568,320,79.68137574369057,38.896505462622855,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (79.99942870956329 38.896505462622855),1060,1600,320,79.99942870956329,38.896505462622855,False,False,128.0,128.0,-15.136996492746503,-41.12662488222941,-0.15136996492743293,0.41126624882221563,0.43823828415877686,159.7934419043325,0.3515960979192242,0.3477706319931504,False,0.0,-9999,[],True,True
POINT (80.317481675436 38.896505462622855),1061,1632,320,80.317481675436,38.896505462622855,False,False,128.0,128.0,0.06180465966463089,0.2951236367225647,0.00061798095703125,-0.00295257568359375,0.003016554983332753,348.17205810546875,0.3844277576219887,0.38159380077446,False,0.0,-9999,[],True,True
POINT (80.63553464130872 38.896505462622855),1062,1664,320,80.63553464130872,38.896505462622855,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (80.95358760718145 38.896505462622855),1063,1696,320,80.95358760718145,38.896505462622855,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (81.27164057305417 38.896505462622855),1064,1728,320,81.27164057305417,38.896505462622855,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (81.5896935389269 38.896505462622855),1065,1760,320,81.5896935389269,38.896505462622855,False,False,128.0,128.0,-0.3409492075443268,0.35837993025779724,-0.00341033935546875,-0.003582000732421875,0.004945820663124323,43.572200775146484,0.15380683351843874,0.1537088651447012,False,3.7469508939281297,-9999,[],True,True
POINT (81.9077465047996 38.896505462622855),1066,1792,320,81.9077465047996,38.896505462622855,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (82.22579947067234 38.896505462622855),1067,1824,320,82.22579947067234,38.896505462622855,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (82.54385243654505 38.896505462622855),1068,1856,320,82.54385243654505,38.896505462622855,False,False,128.0,128.0,0.28666049242019653,0.3706789016723633,0.00286865234375,-0.0037078857421875,0.004688025452196598,322.2838134765625,0.10798500953071637,0.10360344432285072,False,0.0,-9999,[],True,True
POINT (82.86190540241778 38.896505462622855),1069,1888,320,82.86190540241778,38.896505462622855,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (83.1799583682905 38.896505462622855),1070,1920,320,83.1799583682905,38.896505462622855,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (83.49801133416322 38.896505462622855),1071,1952,320,83.49801133416322,38.896505462622855,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (83.81606430003595 38.896505462622855),1072,1984,320,83.81606430003595,38.896505462622855,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (84.13411726590866 38.896505462622855),1073,2016,320,84.13411726590866,38.896505462622855,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (84.45217023178138 38.896505462622855),1074,2048,320,84.45217023178138,38.896505462622855,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,The matching window became too small for calculating a reliable match. Matching failed.,[],-9999,-9999
POINT (84.7702231976541 38.896505462622855),1075,2080,320,84.7702231976541,38.896505462622855,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (85.08827616352683 38.896505462622855),1076,2112,320,85.08827616352683,38.896505462622855,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (85.40632912939955 38.896505462622855),1077,2144,320,85.40632912939955,38.896505462622855,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (85.72438209527226 38.896505462622855),1078,2176,320,85.72438209527226,38.896505462622855,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (86.042435061145 38.896505462622855),1079,2208,320,86.042435061145,38.896505462622855,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (86.36048802701771 38.896505462622855),1080,2240,320,86.36048802701771,38.896505462622855,False,False,128.0,128.0,0.23955388367176056,-0.2785126268863678,0.0023956298828125,0.00278472900390625,0.0036733851302415133,220.69944763183594,0.27956650113096765,0.28318108525639407,True,0.0,-9999,[],True,True
POINT (86.67854099289043 38.896505462622855),1081,2272,320,86.67854099289043,38.896505462622855,False,False,128.0,128.0,-0.0756636336445959,-30.67421552539482,-0.0007566363364475137,0.30674215525388604,0.3067430884442953,179.858669634947,0.24223641977036392,0.3733955032995542,True,26.603835703248933,-9999,[],False,False
POINT (86.99659395876316 38.896505462622855),1082,2304,320,86.99659395876316,38.896505462622855,False,False,124.0,124.0,0.07136198878288269,-0.2657991647720337,0.0007171630859375,0.002658843994140625,0.0027538654394447803,195.02842712402344,0.35385863402925705,0.3409666572495884,False,17.61938294036615,-9999,[],True,True
POINT (87.31464692463588 38.896505462622855),1083,2336,320,87.31464692463588,38.896505462622855,False,False,112.0,112.0,0.17614610493183136,-0.28587430715560913,0.00176239013671875,0.002857208251953125,0.003357031149789691,211.63998413085938,0.3385001405796186,0.326127307357465,False,2.885127808860261,-9999,[],True,True
POINT (87.6326998905086 38.896505462622855),1084,2368,320,87.6326998905086,38.896505462622855,False,False,102.0,102.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (87.95075285638131 38.896505462622855),1085,2400,320,87.95075285638131,38.896505462622855,False,False,100.0,100.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (88.26880582225404 38.896505462622855),1086,2432,320,88.26880582225404,38.896505462622855,False,False,100.0,100.0,-0.2049935758113861,0.1415618658065796,-0.00205230712890625,-0.001415252685546875,0.002492971019819379,55.37230682373047,-9999.0,-9999.0,False,0.0,-9999,[],True,True
POINT (88.58685878812676 38.896505462622855),1087,2464,320,88.58685878812676,38.896505462622855,False,False,100.0,100.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (88.90491175399949 38.896505462622855),1088,2496,320,88.90491175399949,38.896505462622855,False,False,100.0,100.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (89.22296471987221 38.896505462622855),1089,2528,320,89.22296471987221,38.896505462622855,False,False,100.0,100.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (89.54101768574492 38.896505462622855),1090,2560,320,89.54101768574492,38.896505462622855,False,False,100.0,100.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (89.85907065161766 38.896505462622855),1091,2592,320,89.85907065161766,38.896505462622855,False,False,100.0,100.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (90.17712361749037 38.896505462622855),1092,2624,320,90.17712361749037,38.896505462622855,False,False,100.0,100.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (71.73005159687253 38.57845249675014),1135,768,352,71.73005159687253,38.57845249675014,False,False,100.0,100.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (72.04810456274525 38.57845249675014),1136,800,352,72.04810456274525,38.57845249675014,False,False,100.0,100.0,0.288059085607586,-0.1418205648660942,0.0028805908560798343,0.0014182056486617967,0.003210780425695127,243.78752351758664,-9999.0,-9999.0,False,0.0,-9999,[],True,True
POINT (72.36615752861798 38.57845249675014),1137,832,352,72.36615752861798,38.57845249675014,False,False,114.0,114.0,-0.25826048851013184,0.2428475022315979,-0.00258636474609375,-0.002429962158203125,0.0035488023422658443,46.76173400878906,0.05111597653304794,0.05523464385735591,True,3.1528367171371485,-9999,[],True,True
POINT (72.68421049449069 38.57845249675014),1138,864,352,72.68421049449069,38.57845249675014,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (73.00226346036341 38.57845249675014),1139,896,352,73.00226346036341,38.57845249675014,False,False,128.0,128.0,-0.08141422271728516,-0.42722803354263306,-0.00081634521484375,0.0042724609375,0.004349751863628626,169.2108612060547,0.026932343284309896,0.026626430018289217,False,0.0,-9999,[],True,True
POINT (73.32031642623613 38.57845249675014),1140,928,352,73.32031642623613,38.57845249675014,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,The matching window became too small for calculating a reliable match. Matching failed.,[],-9999,-9999
POINT (73.63836939210886 38.57845249675014),1141,960,352,73.63836939210886,38.57845249675014,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,The matching window became too small for calculating a reliable match. Matching failed.,[],-9999,-9999
POINT (73.95642235798158 38.57845249675014),1142,992,352,73.95642235798158,38.57845249675014,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (74.2744753238543 38.57845249675014),1143,1024,352,74.2744753238543,38.57845249675014,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (74.59252828972703 38.57845249675014),1144,1056,352,74.59252828972703,38.57845249675014,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (74.91058125559974 38.57845249675014),1145,1088,352,74.91058125559974,38.57845249675014,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,The matching window became too small for calculating a reliable match. Matching failed.,[],-9999,-9999
POINT (75.22863422147246 38.57845249675014),1146,1120,352,75.22863422147246,38.57845249675014,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (75.54668718734519 38.57845249675014),1147,1152,352,75.54668718734519,38.57845249675014,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,The matching window became too small for calculating a reliable match. Matching failed.,[],-9999,-9999
POINT (75.86474015321791 38.57845249675014),1148,1184,352,75.86474015321791,38.57845249675014,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (76.18279311909063 38.57845249675014),1149,1216,352,76.18279311909063,38.57845249675014,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (76.50084608496334 38.57845249675014),1150,1248,352,76.50084608496334,38.57845249675014,False,False,128.0,128.0,0.3247431218624115,0.4278428852558136,0.0032501220703125,-0.00428009033203125,0.005374241154640913,322.8006286621094,0.20718177963956907,0.2083314118194429,True,15.186507858000923,-9999,[],True,True
POINT (76.81889905083607 38.57845249675014),1151,1280,352,76.81889905083607,38.57845249675014,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (77.13695201670879 38.57845249675014),1152,1312,352,77.13695201670879,38.57845249675014,False,False,128.0,128.0,-0.20381999015808105,-0.24368390440940857,-0.00203704833984375,0.002437591552734375,0.0031766993924975395,140.09051513671875,0.18730192964698653,0.18794797607012342,True,39.02819590135319,-9999,[],False,False
POINT (77.45500498258151 38.57845249675014),1153,1344,352,77.45500498258151,38.57845249675014,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (77.77305794845424 38.57845249675014),1154,1376,352,77.77305794845424,38.57845249675014,False,False,128.0,128.0,0.09503535181283951,0.034309957176446915,0.00095367431640625,-0.00034332275390625,0.0010135902557522058,289.85076904296875,0.2754875151719572,0.2747168002273074,False,0.0,-9999,[],True,True
POINT (78.09111091432696 38.57845249675014),1155,1408,352,78.09111091432696,38.57845249675014,False,False,128.0,128.0,0.15186928212645692,0.0887183547020135,0.001518692821264267,-0.0008871835470216638,0.0017588412468058509,300.2924374032334,0.32256780962819154,0.32485486616088244,True,0.0,-9999,[],True,True
POINT (78.40916388019969 38.57845249675014),1156,1440,352,78.40916388019969,38.57845249675014,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (78.7272168460724 38.57845249675014),1157,1472,352,78.7272168460724,38.57845249675014,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (79.04526981194512 38.57845249675014),1158,1504,352,79.04526981194512,38.57845249675014,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,The matching window became too small for calculating a reliable match. Matching failed.,[],-9999,-9999
POINT (79.36332277781784 38.57845249675014),1159,1536,352,79.36332277781784,38.57845249675014,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,The matching window became too small for calculating a reliable match. Matching failed.,[],-9999,-9999
POINT (79.68137574369057 38.57845249675014),1160,1568,352,79.68137574369057,38.57845249675014,False,False,128.0,128.0,0.2177807688713507,14.883065469565969,0.0021778076887102316,-0.1488306546956295,0.1488465875438826,359.16166273199775,0.3133327910534144,0.33245411556128,True,0.0,-9999,[],True,True
POINT (79.99942870956329 38.57845249675014),1161,1600,352,79.99942870956329,38.57845249675014,False,False,128.0,128.0,-0.3340701460838318,-0.3197874128818512,-0.0033416748046875,0.00319671630859375,0.004624476656317711,133.7486572265625,0.41370390885683406,0.41293535866485886,False,0.0,-9999,[],True,True
POINT (80.317481675436 38.57845249675014),1162,1632,352,80.317481675436,38.57845249675014,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (80.63553464130872 38.57845249675014),1163,1664,352,80.63553464130872,38.57845249675014,False,False,128.0,128.0,-25.8794011920742,5.813052162529194,-0.25879401192069196,-0.058130521625280096,0.265242338532962,77.34029707340758,0.3187095905663245,0.3199886408588102,True,7.8420462330680465,-9999,[],True,True
POINT (80.95358760718145 38.57845249675014),1164,1696,352,80.95358760718145,38.57845249675014,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (81.27164057305417 38.57845249675014),1165,1728,352,81.27164057305417,38.57845249675014,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (81.5896935389269 38.57845249675014),1166,1760,352,81.5896935389269,38.57845249675014,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (81.9077465047996 38.57845249675014),1167,1792,352,81.9077465047996,38.57845249675014,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (82.22579947067234 38.57845249675014),1168,1824,352,82.22579947067234,38.57845249675014,False,False,128.0,128.0,-0.16530413925647736,0.1181887537240982,-0.00165557861328125,-0.00118255615234375,0.002034546574577689,54.43607711791992,0.08773229902709415,0.08316640319333037,False,0.0,-9999,[],True,True
POINT (82.54385243654505 38.57845249675014),1169,1856,352,82.54385243654505,38.57845249675014,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (82.86190540241778 38.57845249675014),1170,1888,352,82.86190540241778,38.57845249675014,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (83.1799583682905 38.57845249675014),1171,1920,352,83.1799583682905,38.57845249675014,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (83.49801133416322 38.57845249675014),1172,1952,352,83.49801133416322,38.57845249675014,False,False,128.0,128.0,-0.48872330784807394,-0.24353037774567682,-0.004887233078477493,0.002435303777453157,0.0054603801746620365,116.48703400320917,0.1638100665479681,0.1795546768445978,True,0.0,-9999,[],True,True
POINT (83.81606430003595 38.57845249675014),1173,1984,352,83.81606430003595,38.57845249675014,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (84.13411726590866 38.57845249675014),1174,2016,352,84.13411726590866,38.57845249675014,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (84.45217023178138 38.57845249675014),1175,2048,352,84.45217023178138,38.57845249675014,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (84.7702231976541 38.57845249675014),1176,2080,352,84.7702231976541,38.57845249675014,False,False,128.0,128.0,1.8182914555076402,-8.815810814501608,0.018182914555069374,0.08815810814499514,0.0900137234727106,191.65403056749923,0.2546243405528896,0.3407493024316991,True,0.0,-9999,[],True,True
POINT (85.08827616352683 38.57845249675014),1177,2112,352,85.08827616352683,38.57845249675014,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (85.40632912939955 38.57845249675014),1178,2144,352,85.40632912939955,38.57845249675014,False,False,128.0,128.0,-0.28776484727859497,-0.15208031237125397,-0.00287628173828125,0.001522064208984375,0.003254178212955594,117.85592651367188,0.2909562218081775,0.29409011904098187,True,19.946975683680904,-9999,[],True,True
POINT (85.72438209527226 38.57845249675014),1179,2176,352,85.72438209527226,38.57845249675014,False,False,128.0,128.0,0.13881470263007065,-28.047941565519192,0.0013881470263044093,0.2804794156551367,0.2804828507385319,180.28356560991875,0.33367469460276394,0.35043593794068445,True,4.600084685189884,-9999,[],True,True
POINT (86.042435061145 38.57845249675014),1180,2208,352,86.042435061145,38.57845249675014,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,The matching window became too small for calculating a reliable match. Matching failed.,[],-9999,-9999
POINT (86.36048802701771 38.57845249675014),1181,2240,352,86.36048802701771,38.57845249675014,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (86.67854099289043 38.57845249675014),1182,2272,352,86.67854099289043,38.57845249675014,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (86.99659395876316 38.57845249675014),1183,2304,352,86.99659395876316,38.57845249675014,False,False,128.0,128.0,0.1005244329571724,-0.35862889885902405,0.001007080078125,0.0035858154296875,0.0037245512939989567,195.65830993652344,0.483313379860494,0.48677575980793697,True,34.58237663042512,-9999,[],False,False
POINT (87.31464692463588 38.57845249675014),1184,2336,352,87.31464692463588,38.57845249675014,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (87.6326998905086 38.57845249675014),1185,2368,352,87.6326998905086,38.57845249675014,False,False,128.0,128.0,-0.09113341569900513,-0.30870214104652405,-0.00090789794921875,0.003086090087890625,0.003216866636648774,163.55264282226562,0.3261947453956695,0.32942843932863836,True,0.0,-9999,[],True,True
POINT (87.95075285638131 38.57845249675014),1186,2400,352,87.95075285638131,38.57845249675014,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
