geometry,POINT_ID,X_IM,Y_IM,X_MAP,Y_MAP,REF_BADDATA,TGT_BADDATA,X_WIN_SIZE,Y_WIN_SIZE,X_SHIFT_PX,Y_SHIFT_PX,X_SHIFT_M,Y_SHIFT_M,ABS_SHIFT,ANGLE,SSIM_BEFORE,SSIM_AFTER,SSIM_IMPROVED,RELIABILITY,LAST_ERR,WARNINGS,L1_OUTLIER,OUTLIER
POINT (74.59252828972703 40.48677029198647),538,1056,160,74.59252828972703,40.48677029198647,False,False,128.0,128.0,-0.11151150614023209,0.3991507589817047,-0.0011138916015625,-0.00399017333984375,0.0041427332907915115,15.608866691589355,0.0741262862662264,0.0758210943592415,True,18.333682735012673,-9999,[],True,True
POINT (74.91058125559974 40.48677029198647),539,1088,160,74.91058125559974,40.48677029198647,False,False,128.0,128.0,13.181613445284604,19.70362290740405,0.13181613445281926,-0.1970362290740013,0.2370627952036887,326.2176989326915,0.08453684281410774,0.10652311452252537,True,0.0,-9999,[],True,True
POINT (75.22863422147246 40.48677029198647),540,1120,160,75.22863422147246,40.48677029198647,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (75.54668718734519 40.48677029198647),541,1152,160,75.54668718734519,40.48677029198647,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (75.86474015321791 40.48677029198647),542,1184,160,75.86474015321791,40.48677029198647,False,False,128.0,128.0,-0.13538116216659546,-0.27535849809646606,-0.00135040283203125,0.00275421142578125,0.003067453159019351,153.81878662109375,0.17179478660026729,0.17423314901577228,True,0.0,-9999,[],True,True
POINT (76.18279311909063 40.48677029198647),543,1216,160,76.18279311909063,40.48677029198647,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (76.50084608496334 40.48677029198647),544,1248,160,76.50084608496334,40.48677029198647,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (76.81889905083607 40.48677029198647),545,1280,160,76.81889905083607,40.48677029198647,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (77.13695201670879 40.48677029198647),546,1312,160,77.13695201670879,40.48677029198647,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (77.45500498258151 40.48677029198647),547,1344,160,77.45500498258151,40.48677029198647,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (77.77305794845424 40.48677029198647),548,1376,160,77.77305794845424,40.48677029198647,False,False,128.0,128.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,No match found in the given window.,[],-9999,-9999
POINT (78.09111091432696 40.48677029198647),549,1408,160,78.09111091432696,40.48677029198647,False,False,128.0,128.0,-0.3175516724586487,0.3710552453994751,-0.003173828125,-0.003711700439453125,0.004883636254817247,40.55713653564453,0.12674156472602124,0.12719345112527944,True,12.968049900419743,-9999,[],True,True
